省,省code,市,市code,区县,区县code,废品回收,再生资源回收,旧货回收,回收站,总计
河南省,410000,三门峡市,411200,渑池县,411221,6,6,9,9,10
河南省,410000,三门峡市,411200,陕州区,411203,7,7,10,10,10
河南省,410000,开封市,410200,禹王台区,410205,2,2,9,9,9
河南省,410000,焦作市,410800,修武县,410821,4,4,8,8,8
河南省,410000,三门峡市,411200,义马市,411281,3,3,6,6,7
河南省,410000,开封市,410200,通许县,410222,2,2,6,6,6
河南省,410000,焦作市,410800,马村区,410804,4,4,5,5,5
河南省,410000,鹤壁市,410600,鹤山区,410602,3,3,3,3,3
河南省,410000,平顶山市,410400,石龙区,410404,0,0,0,1,1
湖北省,420000,武汉市,420100,蔡甸区,420114,190,197,196,195,268
湖北省,420000,襄阳市,420600,樊城区,420606,52,53,172,152,179
湖北省,420000,武汉市,420100,新洲区,420117,84,89,128,112,134
湖北省,420000,襄阳市,420600,襄州区,420607,47,49,104,98,110
湖北省,420000,宜昌市,420500,夷陵区,420506,56,58,72,72,75
湖北省,420000,宜昌市,420500,西陵区,420502,31,31,69,69,71
湖北省,420000,十堰市,420300,茅箭区,420302,34,35,55,58,59
湖北省,420000,武汉市,420100,汉南区,420113,37,35,46,48,49
湖北省,420000,宜昌市,420500,伍家岗区,420503,18,18,45,44,48
湖北省,420000,襄阳市,420600,谷城县,420625,28,28,41,40,41
湖北省,420000,十堰市,420300,张湾区,420303,24,24,37,38,40
湖北省,420000,宜昌市,420500,枝江市,420583,30,32,39,37,40
湖北省,420000,襄阳市,420600,南漳县,420624,26,26,38,38,38
湖北省,420000,襄阳市,420600,枣阳市,420683,15,16,33,33,33
湖北省,420000,宜昌市,420500,宜都市,420581,22,22,31,31,32
湖北省,420000,宜昌市,420500,当阳市,420582,18,18,30,29,30
湖北省,420000,襄阳市,420600,老河口市,420682,14,14,27,26,27
湖北省,420000,襄阳市,420600,襄城区,420602,10,11,25,24,26
湖北省,420000,襄阳市,420600,宜城市,420684,18,17,25,26,26
湖北省,420000,十堰市,420300,郧阳区,420304,12,13,21,21,21
湖北省,420000,十堰市,420300,丹江口市,420381,9,9,20,20,21
湖北省,420000,十堰市,420300,房县,420325,8,8,16,17,18
湖北省,420000,十堰市,420300,竹山县,420323,6,7,14,14,15
湖北省,420000,襄阳市,420600,保康县,420626,9,10,14,14,14
湖北省,420000,宜昌市,420500,远安县,420525,10,10,14,14,14
湖北省,420000,宜昌市,420500,猇亭区,420505,6,9,9,9,12
湖北省,420000,宜昌市,420500,秭归县,420527,9,8,10,10,10
湖北省,420000,宜昌市,420500,点军区,420504,9,9,10,10,10
湖北省,420000,宜昌市,420500,长阳土家族自治县,420528,6,7,8,8,9
湖北省,420000,宜昌市,420500,五峰土家族自治县,420529,5,6,8,8,9
湖北省,420000,十堰市,420300,竹溪县,420324,3,3,8,8,8
湖北省,420000,十堰市,420300,郧西县,420322,3,3,6,6,6
湖北省,420000,宜昌市,420500,兴山县,420526,1,1,4,2,4
广东省,440000,东莞市,441900,黄江镇,441900,189,191,193,193,400
广东省,440000,深圳市,440300,宝安区,440306,191,193,186,187,352
广东省,440000,佛山市,440600,南海区,440605,197,198,189,189,349
广东省,440000,广州市,440100,白云区,440111,197,197,192,188,347
广东省,440000,中山市,442000,小榄镇,442000,195,193,189,186,341
广东省,440000,深圳市,440300,龙岗区,440307,196,198,193,192,340
广东省,440000,佛山市,440600,顺德区,440606,196,195,193,194,331
广东省,440000,惠州市,441300,惠城区,441302,196,193,189,188,331
广东省,440000,广州市,440100,番禺区,440113,196,196,193,193,330
广东省,440000,深圳市,440300,龙华区,440309,193,193,195,195,311
广东省,440000,广州市,440100,天河区,440106,147,154,191,191,307
广东省,440000,惠州市,441300,惠阳区,441303,196,195,189,185,298
广东省,440000,广州市,440100,花都区,440114,197,197,193,193,288
广东省,440000,广州市,440100,增城区,440118,196,198,191,188,281
广东省,440000,佛山市,440600,三水区,440607,192,196,191,191,272
广东省,440000,佛山市,440600,禅城区,440604,123,134,190,191,270
广东省,440000,河源市,441600,源城区,441602,195,196,194,194,269
广东省,440000,深圳市,440300,光明区,440311,191,197,191,191,268
广东省,440000,清远市,441800,清城区,441802,173,172,194,193,259
广东省,440000,惠州市,441300,博罗县,441322,197,194,194,193,255
广东省,440000,珠海市,440400,香洲区,440402,135,136,193,192,254
广东省,440000,广州市,440100,黄埔区,440112,197,197,194,194,250
广东省,440000,广州市,440100,南沙区,440115,187,195,195,194,243
广东省,440000,深圳市,440300,南山区,440305,90,94,194,194,241
广东省,440000,深圳市,440300,坪山区,440310,174,176,196,195,230
广东省,440000,江门市,440700,新会区,440705,165,165,194,193,230
广东省,440000,江门市,440700,蓬江区,440703,116,124,194,194,225
广东省,440000,珠海市,440400,斗门区,440403,156,168,191,191,223
广东省,440000,惠州市,441300,惠东县,441323,137,142,195,195,217
广东省,440000,广州市,440100,海珠区,440105,61,63,192,192,212
广东省,440000,珠海市,440400,金湾区,440404,142,152,196,196,210
广东省,440000,深圳市,440300,福田区,440304,21,25,192,192,208
广东省,440000,汕尾市,441500,海丰县,441521,147,149,188,188,203
广东省,440000,肇庆市,441200,四会市,441284,112,117,192,190,199
广东省,440000,揭阳市,445200,榕城区,445202,117,116,190,184,198
广东省,440000,汕头市,440500,龙湖区,440507,75,74,175,167,182
广东省,440000,深圳市,440300,罗湖区,440303,28,30,171,139,181
广东省,440000,梅州市,441400,梅江区,441402,109,112,169,167,175
广东省,440000,佛山市,440600,高明区,440608,119,122,166,167,174
广东省,440000,潮州市,445100,潮安区,445103,73,79,171,156,174
广东省,440000,揭阳市,445200,普宁市,445281,56,58,170,162,173
广东省,440000,广州市,440100,荔湾区,440103,39,41,159,127,167
广东省,440000,肇庆市,441200,高要区,441204,124,125,163,164,165
广东省,440000,梅州市,441400,兴宁市,441481,89,89,151,146,152
广东省,440000,梅州市,441400,梅县区,441403,115,115,150,141,150
广东省,440000,肇庆市,441200,端州区,441202,64,63,136,127,142
广东省,440000,广州市,440100,越秀区,440104,13,12,138,103,142
广东省,440000,广州市,440100,从化区,440117,106,105,133,127,138
广东省,440000,江门市,440700,开平市,440783,87,90,132,127,136
广东省,440000,茂名市,440900,茂南区,440902,55,60,122,120,133
广东省,440000,江门市,440700,江海区,440704,79,79,128,124,132
广东省,440000,汕头市,440500,金平区,440511,49,50,126,117,128
广东省,440000,汕头市,440500,澄海区,440515,52,55,103,95,107
广东省,440000,阳江市,441700,江城区,441702,39,42,104,94,107
广东省,440000,清远市,441800,英德市,441881,61,64,100,100,105
广东省,440000,河源市,441600,紫金县,441621,84,84,104,103,105
广东省,440000,汕头市,440500,潮阳区,440513,36,37,100,93,104
广东省,440000,清远市,441800,清新区,441803,66,67,98,92,99
广东省,440000,湛江市,440800,廉江市,440881,47,54,87,82,96
广东省,440000,汕头市,440500,潮南区,440514,27,29,92,87,95
广东省,440000,江门市,440700,鹤山市,440784,47,51,92,88,95
广东省,440000,茂名市,440900,化州市,440982,53,55,92,88,95
广东省,440000,梅州市,441400,五华县,441424,67,68,90,85,92
广东省,440000,云浮市,445300,罗定市,445381,53,55,79,80,83
广东省,440000,湛江市,440800,霞山区,440803,27,26,80,75,81
广东省,440000,云浮市,445300,云城区,445302,59,60,77,77,81
广东省,440000,揭阳市,445200,揭东区,445203,44,45,75,77,78
广东省,440000,云浮市,445300,新兴县,445321,62,63,75,77,78
广东省,440000,茂名市,440900,电白区,440904,50,54,73,73,77
广东省,440000,茂名市,440900,高州市,440981,32,35,75,75,76
广东省,440000,湛江市,440800,赤坎区,440802,25,26,73,71,76
广东省,440000,河源市,441600,东源县,441625,62,61,74,74,76
广东省,440000,湛江市,440800,麻章区,440811,55,59,67,67,74
广东省,440000,韶关市,440200,武江区,440203,29,29,72,66,72
广东省,440000,湛江市,440800,吴川市,440883,36,39,66,65,68
广东省,440000,清远市,441800,佛冈县,441821,59,57,63,65,67
广东省,440000,茂名市,440900,信宜市,440983,39,42,64,64,66
广东省,440000,揭阳市,445200,惠来县,445224,29,34,60,58,64
广东省,440000,阳江市,441700,阳东区,441704,50,51,61,60,62
广东省,440000,江门市,440700,台山市,440781,33,32,58,57,58
广东省,440000,汕尾市,441500,陆丰市,441581,36,37,54,55,58
广东省,440000,韶关市,440200,浈江区,440204,32,30,53,54,57
广东省,440000,汕尾市,441500,城区,441502,33,37,52,52,55
广东省,440000,潮州市,445100,湘桥区,445102,31,31,54,54,54
广东省,440000,阳江市,441700,阳春市,441781,35,35,50,51,51
广东省,440000,湛江市,440800,雷州市,440882,29,31,49,49,50
广东省,440000,河源市,441600,龙川县,441622,33,33,50,49,50
广东省,440000,江门市,440700,恩平市,440785,27,29,45,45,47
广东省,440000,肇庆市,441200,鼎湖区,441203,28,31,40,40,44
广东省,440000,韶关市,440200,翁源县,440229,37,37,43,43,43
广东省,440000,惠州市,441300,龙门县,441324,28,29,40,38,41
广东省,440000,揭阳市,445200,揭西县,445222,26,28,40,40,41
广东省,440000,梅州市,441400,丰顺县,441423,28,28,36,36,38
广东省,440000,潮州市,445100,饶平县,445122,22,22,34,33,36
广东省,440000,肇庆市,441200,怀集县,441224,22,23,33,33,35
广东省,440000,湛江市,440800,遂溪县,440823,20,20,34,33,34
广东省,440000,肇庆市,441200,德庆县,441226,26,26,31,33,33
广东省,440000,韶关市,440200,始兴县,440222,23,25,31,31,32
广东省,440000,梅州市,441400,蕉岭县,441427,24,23,28,28,31
广东省,440000,梅州市,441400,大埔县,441422,23,24,31,31,31
广东省,440000,阳江市,441700,阳西县,441721,20,20,29,29,29
广东省,440000,云浮市,445300,郁南县,445322,25,25,29,29,29
广东省,440000,韶关市,440200,南雄市,440282,22,22,28,28,28
广东省,440000,河源市,441600,和平县,441624,19,20,27,27,28
广东省,440000,河源市,441600,连平县,441623,22,23,27,27,28
广东省,440000,云浮市,445300,云安区,445303,25,24,27,27,27
广东省,440000,深圳市,440300,盐田区,440308,10,11,24,25,26
广东省,440000,汕尾市,441500,陆河县,441523,15,15,25,25,25
广东省,440000,梅州市,441400,平远县,441426,15,15,24,23,24
广东省,440000,韶关市,440200,乳源瑶族自治县,440232,16,16,24,24,24
广东省,440000,韶关市,440200,曲江区,440205,14,15,23,23,23
广东省,440000,肇庆市,441200,广宁县,441223,12,14,20,20,22
广东省,440000,清远市,441800,连州市,441882,12,12,20,20,20
广东省,440000,清远市,441800,阳山县,441823,15,16,20,20,20
广东省,440000,韶关市,440200,乐昌市,440281,16,16,20,20,20
广东省,440000,韶关市,440200,新丰县,440233,14,15,18,18,20
广东省,440000,肇庆市,441200,封开县,441225,12,13,17,17,18
广东省,440000,珠海市,440400,澳门大学横琴校区(由澳门实施管辖),440499,15,0,0,0,15
广东省,440000,湛江市,440800,徐闻县,440825,6,3,12,11,15
广东省,440000,汕头市,440500,濠江区,440512,9,9,13,13,13
广东省,440000,清远市,441800,连南瑶族自治县,441826,7,7,12,12,12
广东省,440000,湛江市,440800,坡头区,440804,6,7,9,9,10
广东省,440000,韶关市,440200,仁化县,440224,4,4,9,9,9
广东省,440000,清远市,441800,连山壮族瑶族自治县,441825,3,3,7,6,7
广东省,440000,汕头市,440500,南澳县,440523,2,2,2,3,3
新疆维吾尔自治区,650000,乌鲁木齐市,650100,新市区,650104,36,40,155,147,173
新疆维吾尔自治区,650000,乌鲁木齐市,650100,米东区,650109,53,57,79,78,83
新疆维吾尔自治区,650000,乌鲁木齐市,650100,沙依巴克区,650103,17,18,78,79,80
新疆维吾尔自治区,650000,乌鲁木齐市,650100,水磨沟区,650105,14,13,59,60,62
新疆维吾尔自治区,650000,哈密市,650500,伊州区,650502,44,47,53,54,57
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,伊宁市,654002,34,35,54,55,56
新疆维吾尔自治区,650000,阿克苏地区,652900,阿克苏市,652901,34,36,53,51,55
新疆维吾尔自治区,650000,喀什地区,653100,喀什市,653101,37,37,51,53,53
新疆维吾尔自治区,650000,乌鲁木齐市,650100,天山区,650102,5,5,47,49,51
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,库尔勒市,652801,22,22,34,37,37
新疆维吾尔自治区,650000,昌吉回族自治州,652300,昌吉市,652301,13,14,35,35,36
新疆维吾尔自治区,650000,乌鲁木齐市,650100,头屯河区,650106,26,26,31,30,32
新疆维吾尔自治区,650000,石河子市,659001,兵团一五二团,659001,9,8,26,27,27
新疆维吾尔自治区,650000,喀什地区,653100,疏勒县,653122,22,22,23,23,23
新疆维吾尔自治区,650000,阿克苏地区,652900,库车市,652902,18,19,22,22,23
新疆维吾尔自治区,650000,和田地区,653200,和田市,653201,13,13,20,20,21
新疆维吾尔自治区,650000,塔城地区,654200,额敏县,654221,14,14,19,18,19
新疆维吾尔自治区,650000,昌吉回族自治州,652300,奇台县,652325,14,15,17,18,19
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,奎屯市,654003,10,11,17,17,18
新疆维吾尔自治区,650000,阿拉尔市,659002,玛滩镇,659002,7,9,14,14,16
新疆维吾尔自治区,650000,塔城地区,654200,乌苏市,654202,11,11,15,15,15
新疆维吾尔自治区,650000,克拉玛依市,650200,克拉玛依区,650203,6,7,12,13,15
新疆维吾尔自治区,650000,吐鲁番市,650400,鄯善县,650421,13,13,14,14,14
新疆维吾尔自治区,650000,克孜勒苏柯尔克孜自治州,653000,阿图什市,653001,11,11,14,14,14
新疆维吾尔自治区,650000,博尔塔拉蒙古自治州,652700,博乐市,652701,7,8,11,11,13
新疆维吾尔自治区,650000,昌吉回族自治州,652300,吉木萨尔县,652327,9,9,12,12,12
新疆维吾尔自治区,650000,喀什地区,653100,莎车县,653125,7,7,10,10,11
新疆维吾尔自治区,650000,阿克苏地区,652900,拜城县,652926,7,7,11,11,11
新疆维吾尔自治区,650000,昌吉回族自治州,652300,木垒哈萨克自治县,652328,9,9,10,10,10
新疆维吾尔自治区,650000,喀什地区,653100,巴楚县,653130,8,8,10,10,10
新疆维吾尔自治区,650000,喀什地区,653100,叶城县,653126,10,9,9,9,10
新疆维吾尔自治区,650000,阿克苏地区,652900,温宿县,652922,5,5,9,9,10
新疆维吾尔自治区,650000,和田地区,653200,于田县,653226,7,7,7,7,9
新疆维吾尔自治区,650000,喀什地区,653100,麦盖提县,653127,8,9,8,8,9
新疆维吾尔自治区,650000,图木舒克市,659003,海安镇,659003,8,8,8,8,9
新疆维吾尔自治区,650000,阿克苏地区,652900,沙雅县,652924,5,5,9,8,9
新疆维吾尔自治区,650000,昌吉回族自治州,652300,呼图壁县,652323,8,8,8,8,8
新疆维吾尔自治区,650000,乌鲁木齐市,650100,乌鲁木齐县,650121,7,7,8,7,8
新疆维吾尔自治区,650000,塔城地区,654200,塔城市,654201,4,4,6,5,7
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,轮台县,652822,4,6,5,5,7
新疆维吾尔自治区,650000,博尔塔拉蒙古自治州,652700,精河县,652722,5,4,7,6,7
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,伊宁县,654021,7,7,6,6,7
新疆维吾尔自治区,650000,吐鲁番市,650400,高昌区,650402,4,4,7,7,7
新疆维吾尔自治区,650000,五家渠市,659004,梧桐镇,659004,5,6,6,6,7
新疆维吾尔自治区,650000,塔城地区,654200,沙湾市,654203,3,3,6,6,6
新疆维吾尔自治区,650000,阿勒泰地区,654300,富蕴县,654322,4,4,6,6,6
新疆维吾尔自治区,650000,阿勒泰地区,654300,阿勒泰市,654301,5,5,6,6,6
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,若羌县,652824,5,5,6,6,6
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,特克斯县,654027,3,3,5,4,6
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,霍城县,654023,2,3,5,5,6
新疆维吾尔自治区,650000,喀什地区,653100,伽师县,653129,5,6,6,6,6
新疆维吾尔自治区,650000,克拉玛依市,650200,独山子区,650202,4,4,6,5,6
新疆维吾尔自治区,650000,昌吉回族自治州,652300,玛纳斯县,652324,3,4,5,5,5
新疆维吾尔自治区,650000,昌吉回族自治州,652300,阜康市,652302,4,4,4,5,5
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,和硕县,652828,5,5,5,5,5
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,和静县,652827,1,1,5,4,5
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,尉犁县,652823,2,2,5,4,5
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,察布查尔锡伯自治县,654022,3,4,4,3,5
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,霍尔果斯市,654004,3,3,4,5,5
新疆维吾尔自治区,650000,吐鲁番市,650400,托克逊县,650422,5,5,5,5,5
新疆维吾尔自治区,650000,哈密市,650500,伊吾县,650522,5,5,5,5,5
新疆维吾尔自治区,650000,哈密市,650500,巴里坤哈萨克自治县,650521,4,4,5,5,5
新疆维吾尔自治区,650000,北屯市,659005,海川镇,659005,3,3,4,4,4
新疆维吾尔自治区,650000,可克达拉市,659008,长丰镇,659008,4,4,4,4,4
新疆维吾尔自治区,650000,塔城地区,654200,和布克赛尔蒙古自治县,654226,4,4,4,4,4
新疆维吾尔自治区,650000,塔城地区,654200,托里县,654224,4,4,4,4,4
新疆维吾尔自治区,650000,和田地区,653200,皮山县,653223,4,4,4,4,4
新疆维吾尔自治区,650000,和田地区,653200,墨玉县,653222,3,3,4,4,4
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,且末县,652825,4,4,4,4,4
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,昭苏县,654026,4,4,4,4,4
新疆维吾尔自治区,650000,阿克苏地区,652900,乌什县,652927,4,4,4,4,4
新疆维吾尔自治区,650000,和田地区,653200,和田县,653221,3,3,3,3,3
新疆维吾尔自治区,650000,阿勒泰地区,654300,福海县,654323,2,2,3,2,3
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,新源县,654025,3,3,3,3,3
新疆维吾尔自治区,650000,喀什地区,653100,泽普县,653124,1,2,2,1,3
新疆维吾尔自治区,650000,新星市,659011,兵团红星四场,659011,2,2,3,2,3
新疆维吾尔自治区,650000,阿克苏地区,652900,新和县,652925,2,1,1,2,3
新疆维吾尔自治区,650000,阿克苏地区,652900,阿瓦提县,652928,2,2,3,2,3
新疆维吾尔自治区,650000,阿克苏地区,652900,柯坪县,652929,3,3,3,3,3
新疆维吾尔自治区,650000,乌鲁木齐市,650100,达坂城区,650107,3,3,2,3,3
新疆维吾尔自治区,650000,胡杨河市,659010,兵团一二九团,659010,3,3,3,3,3
新疆维吾尔自治区,650000,克孜勒苏柯尔克孜自治州,653000,阿克陶县,653022,2,2,3,2,3
新疆维吾尔自治区,650000,铁门关市,659006,米兰镇,659006,2,2,2,2,2
新疆维吾尔自治区,650000,塔城地区,654200,裕民县,654225,1,1,2,2,2
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,焉耆回族自治县,652826,2,2,2,2,2
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,巩留县,654024,2,2,2,2,2
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,尼勒克县,654028,2,2,2,2,2
新疆维吾尔自治区,650000,喀什地区,653100,岳普湖县,653128,1,1,2,2,2
新疆维吾尔自治区,650000,喀什地区,653100,疏附县,653121,2,2,2,2,2
新疆维吾尔自治区,650000,克拉玛依市,650200,白碱滩区,650204,1,1,2,2,2
新疆维吾尔自治区,650000,双河市,659007,兵团八十九团,659007,0,0,1,0,1
新疆维吾尔自治区,650000,昆玉市,659009,老兵镇,659009,1,1,1,1,1
新疆维吾尔自治区,650000,和田地区,653200,民丰县,653227,1,1,1,1,1
新疆维吾尔自治区,650000,和田地区,653200,洛浦县,653224,1,1,1,1,1
新疆维吾尔自治区,650000,和田地区,653200,策勒县,653225,1,1,0,0,1
新疆维吾尔自治区,650000,阿勒泰地区,654300,布尔津县,654321,1,1,1,1,1
新疆维吾尔自治区,650000,阿勒泰地区,654300,吉木乃县,654326,1,1,1,1,1
新疆维吾尔自治区,650000,阿勒泰地区,654300,青河县,654325,1,1,1,1,1
新疆维吾尔自治区,650000,博尔塔拉蒙古自治州,652700,温泉县,652723,0,0,1,1,1
新疆维吾尔自治区,650000,喀什地区,653100,塔什库尔干塔吉克自治县,653131,1,1,1,1,1
新疆维吾尔自治区,650000,喀什地区,653100,英吉沙县,653123,1,1,1,1,1
新疆维吾尔自治区,650000,白杨市,659012,金玉镇,659012,1,1,1,1,1
